team,year,medal,sport,name
France,1952,Silver,Diving,"Marie-Madeleine Ccile ""Mady"" Moreau (-Murat)"
France,1952,Bronze,Fencing,Bernard Marie Georges Morel
Italy,1952,Silver,Cycling,Marino Morettini
Italy,1952,Gold,Cycling,Marino Morettini
United States,1952,Silver,Ice Hockey,"John Francis ""Jack"" Mulhern"
United States,1952,Gold,Rowing,"Richard Frederick ""Dick"" Murphy"
United States,1952,Silver,Diving,Paula Jean Myers-Pope
Hungary,1952,Bronze,Athletics,Imre Nmeth
France,1952,Gold,Fencing,Claude Netter
Great Britain,1952,Bronze,Cycling,George Albert Newberry
Great Britain,1952,Bronze,Cycling,Alan Newton
Germany,1952,Gold,Bobsleigh,Lorenz Nieberl
Sweden,1952,Bronze,Football,Erik Henry Sixten Nilsson
Sweden,1952,Bronze,Wrestling,Karl-Erik Nilsson
United States,1952,Silver,Ice Hockey,John Michael Noah
France,1952,Gold,Fencing,Jacques Nol
Germany,1952,Silver,Rowing,Helmut Noll
Sweden,1952,Gold,Gymnastics,Hjrdis Margareta Nordin (-Hallquist)
Great Britain,1952,Bronze,Hockey,Richard Owen Alfred Norris
Italy,1952,Silver,Fencing,Renzo Nostini
Italy,1952,Silver,Fencing,Renzo Nostini
Hungary,1952,Silver,Canoeing,Gbor Novk
Hungary,1952,Gold,Swimming,Ilona Novk (-Popper)
Great Britain,1952,Bronze,Hockey,Neil Algernon David Nugent
Great Britain,1952,Bronze,Hockey,Anthony Stuart Nunn
Sweden,1952,Bronze,Ice Hockey,Holger Nurmela
United States,1952,Gold,Athletics,"William Parry O'Brien, Jr."
Sweden,1952,Bronze,Ice Hockey,Hans Andreas berg
Italy,1952,Bronze,Water Polo,Geminio Ognio
United States,1952,Bronze,Diving,Zoe Ann Olsen-Jensen (-Bramham)
Japan,1952,Bronze,Gymnastics,Takashi Ono
United States,1952,Silver,Ice Hockey,"Arnold Carl ""Arnie"" Oss, Jr."
Germany,1952,Gold,Bobsleigh,"Andreas ""Anderl"" Ostler"
Sweden,1952,Bronze,Swimming,Per-Olof strand
United States,1952,Gold,Swimming,"Yoshinobu ""Yoshi"" Oyakawa"
Australia,1952,Bronze,Rowing,"Edward Oscar Guthrie ""Ted"" Pain"
Sweden,1952,Gold,Wrestling,Bror Viking Palm
Hungary,1952,Bronze,Fencing,Endre Palcz
Hungary,1952,Gold,Football,Pter Palots (Poteliczky)
Hungary,1952,Gold,Fencing,Bertalan Papp
Hungary,1952,Gold,Boxing,Lszl Papp
Hungary,1952,Silver,Canoeing,Jnos Parti
Canada,1952,Gold,Ice Hockey,Eric Evan Paterson
United States,1952,Gold,Boxing,Floyd Patterson
Italy,1952,Gold,Fencing,Carlo Pavesi
Italy,1952,Silver,Fencing,Giorgio Pellini
Italy,1952,Silver,Fencing,Giorgio Pellini
Italy,1952,Bronze,Water Polo,Carlo Peretti
Sweden,1952,Gold,Equestrianism,Gehnll Persson
Germany,1952,Silver,Athletics,"Margarete ""Marga"" Petersen (Kallensee-)"
Sweden,1952,Gold,Gymnastics,Gta Elisabeth Pettersson (-Frisk)
Sweden,1952,Bronze,Ice Hockey,Lars Erik Pettersson
Sweden,1952,Gold,Gymnastics,Elin Ann-Sofi Pettersson-Colling (-Saltin)
Italy,1952,Bronze,Cycling,Cesare Pinarello
Italy,1952,Silver,Fencing,Vincenzo Pinton
France,1952,Bronze,Fencing,Maurice Fernand Piot
United States,1952,Gold,Basketball,Dan Luther Pippin
Italy,1952,Bronze,Water Polo,"Vincenzo ""Enzo"" Polito"
Germany,1952,Bronze,Equestrianism,"Heinrich ""Heinz"" Pollay"
Canada,1952,Gold,Ice Hockey,"Thomas Allen ""Tom"" Pollock"
Hungary,1952,Silver,Wrestling,Imre Polyk
Germany,1952,Bronze,Cycling,Werner Potzernheim
United States,1952,Gold,Rowing,"Thomas Steele ""Tom"" Price"
United States,1952,Gold,Rowing,Henry Arthur Proctor
Canada,1952,Gold,Ice Hockey,"Allan Ruggles ""Al"" Purvis"
Hungary,1952,Gold,Football,Ferenc Pusks (Purczeld-)
Italy,1952,Silver,Fencing,Mauro Racca
Hungary,1952,Gold,Fencing,Lszl Rajcsnyi
Sweden,1952,Silver,Fencing,Berndt-Otto Viktor Olof R. Rehbinder
Germany,1952,Silver,Alpine Skiing,"Rosa ""Ossi"" Reichert"
United States,1952,Gold,Athletics,Lindy John Remigino
United States,1952,Gold,Athletics,Lindy John Remigino
United States,1952,Gold,Athletics,"Robert Eugene ""Bob"" Richards"
Great Britain,1952,Bronze,Wrestling,"Kenneth Alan ""Ken"" Richmond"
Canada,1952,Gold,Ice Hockey,"Gordon ""Gordie"" Robertson"
Great Britain,1952,Bronze,Hockey,Anthony John Backhouse Robinson
Hungary,1952,Bronze,Athletics,Antal Rka
France,1952,Gold,Fencing,Adrien Gry Rommel
United States,1952,Silver,Ice Hockey,"Robert Edward ""Bob"" Rompre"
Sweden,1952,Gold,Gymnastics,Gun Margareta Rring (-Lindh)
United States,1952,Bronze,Rowing,"Albert ""Al"" Rossi"
Germany,1952,Silver,Equestrianism,Otto Rothe
France,1952,Bronze,Cycling,Claude Paul Lucien Rouer
Italy,1952,Bronze,Water Polo,Cesare Rubini
United States,1952,Bronze,Equestrianism,John William Russell
Sweden,1952,Bronze,Football,Gustav Ingvar Rydell
Italy,1952,Gold,Cycling,Enzo Sacchi
Sweden,1952,Gold,Equestrianism,Henri Julius Reverony Saint Cyr
Sweden,1952,Gold,Equestrianism,Henri Julius Reverony Saint Cyr
Hungary,1952,Bronze,Fencing,Jzsef Skovics (-Szecsdi)
France,1952,Gold,Rowing,Raymond Julien Salles
Sweden,1952,Bronze,Football,Torsten Lennart Samuelsson
Sweden,1952,Gold,Gymnastics,Ingrid Clara Charlotta Sandahl (-Sundell)
Sweden,1952,Bronze,Football,Gsta Oskar Leonard Sandberg
Germany,1952,Bronze,Athletics,Maria Sander (Domagala-)
Germany,1952,Silver,Athletics,Maria Sander (Domagala-)
United States,1952,Gold,Boxing,"Hayes Edward ""Ed"" Sanders"
Sweden,1952,Bronze,Sailing,Erik Rickard Sarby
Germany,1952,Bronze,Athletics,Herbert Otto Emanuel Schade
United States,1952,Gold,Weightlifting,"Norbert ""Norb"" Schemansky"
Germany,1952,Bronze,Canoeing,Michel Scheuer
United States,1952,Gold,Swimming,Clarke Currie Scholes
Germany,1952,Silver,Gymnastics,Karl Alfred Markus Schwarzmann
Canada,1952,Gold,Ice Hockey,Louis John Secco
United States,1952,Silver,Ice Hockey,"James Walter ""Jim"" Sedin"
United States,1952,Gold,Rowing,"Franklin Bradford ""Frank"" Shakespeare"
United States,1952,Gold,Swimming,"Donald Alexander ""Don"" Sheff"
United States,1952,Bronze,Athletics,"Floyd Macon Simmons, Jr."
Sweden,1952,Bronze,Boxing,Stig Karl Olof Sjlin
Sweden,1952,Silver,Shooting,Per Olof Skldberg
United States,1952,Gold,Wrestling,"William Thomas ""Bill"" Smith"
United States,1952,Gold,Athletics,Finis Dean Smith
Germany,1952,Bronze,Canoeing,Wilfried Soltau
Germany,1952,Bronze,Canoeing,Wilfried Soltau
Italy,1952,Silver,Fencing,Antonio Spallino
Sweden,1952,Gold,Equestrianism,Nils Olof Stahre
United States,1952,Bronze,Equestrianism,"Walter Goodwin Staley, Jr."
United States,1952,Silver,Weightlifting,"Stanley Anthony ""Stan"" Stanczyk"
United States,1952,Gold,Athletics,"Andrew William ""Andy"" Stanfield"
United States,1952,Gold,Athletics,"Andrew William ""Andy"" Stanfield"
United States,1952,Silver,Swimming,Bowen Dow Stassforth
Germany,1952,Bronze,Athletics,Gnther Steines
United States,1952,Bronze,Equestrianism,"William Clark ""Bill"" Steinkraus"
United States,1952,Bronze,Swimming,"Marie Louise ""Marilee"" Stepan (-Wehmann)"
United States,1952,Gold,Rowing,"Edward Glenister ""Ed"" Stevens, Jr."
Great Britain,1952,Gold,Equestrianism,"Douglas Norman ""Duggie"" Stewart"
Germany,1952,Silver,Athletics,Karl Konrad Storch
United States,1952,Bronze,Diving,Juno Jean Pope Stover-Irwin (-Cox)
Great Britain,1952,Bronze,Cycling,"Ronald Charles ""Ron"" Stretton"
Australia,1952,Bronze,Athletics,Shirley Barbara Strickland de la Hunty
Australia,1952,Gold,Athletics,Shirley Barbara Strickland de la Hunty
Canada,1952,Gold,Ice Hockey,"Francis Cornelius ""Frank"" Sullivan"
Japan,1952,Silver,Swimming,Hiroshi Suzuki
Japan,1952,Silver,Swimming,Hiroshi Suzuki
Sweden,1952,Bronze,Football,Karl Oskar Svensson
Sweden,1952,Bronze,Ice Hockey,Lars ke Svensson
Hungary,1952,Gold,Swimming,va Szkely (-Gyarmati)
Hungary,1952,Gold,Wrestling,Mikls Szilvsy
Hungary,1952,Gold,Water Polo,Kroly Szittya (Schfer)
Hungary,1952,Gold,Water Polo,"Istvn Szivs, Sr."
Hungary,1952,Gold,Swimming,"Katalin Szke (Homonnai-, -Markovits, -Domjan)"
Hungary,1952,Gold,Swimming,"Katalin Szke (Homonnai-, -Markovits, -Domjan)"
Hungary,1952,Bronze,Modern Pentathlon,Istvn Szondy
Hungary,1952,Gold,Modern Pentathlon,Istvn Szondy
Hungary,1952,Gold,Shooting,Kroly Takcs
Japan,1952,Silver,Gymnastics,Masao Takemoto
Japan,1952,Silver,Swimming,Teijiro Tanikawa
Sweden,1952,Bronze,Cross Country Skiing,Nils Bertil Tpp (Persson-)
Hungary,1952,Silver,Gymnastics,Olga Tass-Lemhnyi (Todenbier-)
Hungary,1952,Bronze,Gymnastics,Olga Tass-Lemhnyi (Todenbier-)
United States,1952,Bronze,Swimming,Jack George Neil Taylor
Great Britain,1952,Bronze,Hockey,John Paskin Taylor
Hungary,1952,Bronze,Swimming,Judit Temes (-Tuider)
Hungary,1952,Gold,Swimming,Judit Temes (-Tuider)
Germany,1952,Bronze,Equestrianism,Fritz Thiedemann
Germany,1952,Bronze,Equestrianism,Fritz Thiedemann
Sweden,1952,Gold,Gymnastics,Karl Tore William Thoresson
Sweden,1952,Bronze,Ice Hockey,Sven Ragnar Thunman
Hungary,1952,Bronze,Fencing,Endre Tilli
Australia,1952,Bronze,Rowing,"Robert Noel Patrick ""Bob"" Tinning"
France,1952,Bronze,Cycling,Alfred Tonello
France,1952,Bronze,Fencing,Jean-Franois Tournon
Italy,1952,Bronze,Water Polo,Renato Traiola
France,1952,Gold,Canoeing,Georges Turlier
Japan,1952,Silver,Gymnastics,Tadao Uesako
Japan,1952,Bronze,Gymnastics,Tadao Uesako
United States,1952,Bronze,Rowing,"Alvin Edmund ""Al"" Ulbrickson, Jr."
Germany,1952,Bronze,Athletics,"Heinrich-Otto ""Heinz"" Ulzheimer"
Germany,1952,Bronze,Athletics,"Heinrich-Otto ""Heinz"" Ulzheimer"
United States,1952,Silver,Ice Hockey,"Allen Alfred ""Al"" Van"
Hungary,1952,Bronze,Athletics,Gza Varasdi
Hungary,1952,Bronze,Canoeing,Ferenc Varga
France,1952,Bronze,Boxing,Joseph Ventaja
Italy,1952,Bronze,Boxing,Bruno Visintin
Hungary,1952,Gold,Water Polo,Gyrgy Vizvri (Weiss)
Sweden,1952,Gold,Equestrianism,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr."
Sweden,1952,Gold,Equestrianism,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr."
Germany,1952,Bronze,Equestrianism,Ida Leopoldine Sophie Elizabeth von Nagel
Germany,1952,Silver,Equestrianism,Klaus Wagner
United States,1952,Bronze,Rowing,Richard Wayne Wahlstrom
Canada,1952,Gold,Ice Hockey,"Robert McDonald ""Bob"" Watt"
Hungary,1952,Silver,Gymnastics,Edit Weckinger-Pernyi (Vsrhelyi-)
Hungary,1952,Bronze,Gymnastics,Edit Weckinger-Pernyi (Vsrhelyi-)
Germany,1952,Silver,Athletics,"Marianne Werner (Schulze-Entrup-, -Ader)"
Sweden,1952,Silver,Canoeing,Hans Rolf Wetterstrm
United States,1952,Silver,Ice Hockey,"Donald Francis ""Don"" Whiston"
Great Britain,1952,Gold,Equestrianism,"Wilfrid Harry ""Wilf"" White"
United States,1952,Gold,Athletics,"Malvin Groston ""Mal"" Whitfield"
United States,1952,Silver,Athletics,"Malvin Groston ""Mal"" Whitfield"
United States,1952,Silver,Athletics,"Kenneth George ""Ken"" Wiesner"
United States,1952,Gold,Basketball,"Howard Earl ""Howie"" Williams"
Australia,1952,Bronze,Rowing,"Geoffrey ""Geoff"" Williamson"
United States,1952,Silver,Wrestling,Henry Wittenberg
United States,1952,Bronze,Equestrianism,John Edwin Brown Wofford
United States,1952,Gold,Swimming,"Wallace Perry ""Wally"" Wolf, Jr."
Australia,1952,Silver,Rowing,"Mervyn Thomas ""Merv"" Wood"
United States,1952,Gold,Swimming,"William Tripp ""Bill"" Woolsey"
United States,1952,Silver,Ice Hockey,"Kenneth James ""Ken"" Yackel, Sr."
United States,1952,Gold,Athletics,"Cyrus J. ""Cy"" Young, Jr."
Hungary,1952,Gold,Football,Jzsef Zakaris
Hungary,1952,Bronze,Athletics,Lszl Zarndi
Germany,1952,Bronze,Cycling,"Edwin ""Edi"" Ziegler"
Italy,1952,Silver,Cycling,Vincenzo Zucconelli
France,1956,Gold,Cycling,Ren Abadie
Japan,1956,Silver,Gymnastics,Nobuyuki Aihara
Japan,1956,Silver,Gymnastics,Nobuyuki Aihara
Australia,1956,Bronze,Rowing,Alexander Michael Hirst Aikman
United States,1956,Gold,Figure Skating,"Tenley Emma Albright (-Gardiner, -Blakely)"
United States,1956,Gold,Weightlifting,Paul Edward Anderson
United States,1956,Silver,Ice Hockey,Wendell Richard Anderson
United States,1956,Silver,Modern Pentathlon,"William Jules ""Bill"" Andre"
Italy,1956,Gold,Fencing,Giorgio Anglesio
Great Britain,1956,Silver,Athletics,"Heather Joy Armitage (-Young, -McClelland)"
Germany,1956,Silver,Rowing,Horst Arndt
Canada,1956,Gold,Rowing,"Donald John ""Don"" Arnold"
Sweden,1956,Silver,Rowing,Ivar Mauritz Aronsson
United States,1956,Gold,Rowing,"Arthur DeLancey ""Dan"" Ayrault, Jr."
United States,1956,Silver,Athletics,Walter Thane Baker
United States,1956,Bronze,Athletics,Walter Thane Baker
United States,1956,Gold,Athletics,Walter Thane Baker
Italy,1956,Gold,Cycling,Ercole Baldini
Hungary,1956,Silver,Fencing,Lajos Balthazr
Germany,1956,Gold,Gymnastics,Helmut Bantz
France,1956,Silver,Fencing,Bernard Paul Arthur Baudoux
United States,1956,Gold,Rowing,William Russell Becklean
United States,1956,Gold,Rowing,"Donald Anton Eilers ""Don"" Beer"
Germany,1956,Gold,Boxing,Wolfgang Behrendt
United States,1956,Gold,Athletics,"Gregory Curtis ""Greg"" Bell"
Australia,1956,Bronze,Rowing,"Frederick Angus ""Fred"" Benfield (-Kirkham)"
United States,1956,Silver,Athletics,John Dale Bennett
Italy,1956,Silver,Fencing,Giancarlo Bergamini
Italy,1956,Gold,Fencing,Giancarlo Bergamini
United States,1956,Gold,Weightlifting,"Isaac ""Ike"" Berger"
Sweden,1956,Silver,Gymnastics,Evy Margareta Berggren (-Westerberg)
Sweden,1956,Bronze,Wrestling,Per Gunnar Brje Berlin
Italy,1956,Gold,Fencing,Franco Bertinetti
Hungary,1956,Silver,Fencing,Barnabs Berzsenyi
France,1956,Silver,Cycling,Ren Bianchi
United States,1956,Bronze,Wrestling,"Peter Steele ""Pete"" Blair"
Canada,1956,Bronze,Shooting,"Gilmour Stuart ""Gil"" Boa"
Hungary,1956,Silver,Gymnastics,Andrea Bod-Molnr
Hungary,1956,Gold,Gymnastics,Andrea Bod-Molnr
Sweden,1956,Gold,Equestrianism,"Gustaf Adolf Boltenstern, Jr."
Hungary,1956,Gold,Water Polo,Antal Bolvri
Germany,1956,Silver,Rowing,Rainer Borkowsky
Hungary,1956,Gold,Water Polo,Ott Boros
United States,1956,Gold,Basketball,"Richard James ""Dick"" Boushka"
United States,1956,Gold,Boxing,"James Felton ""Jim"" Boyd"
Australia,1956,Bronze,Rowing,David Hebbert Boykett
Italy,1956,Bronze,Boxing,"Giacomo ""Mino"" Bozzano"
Great Britain,1956,Gold,Athletics,"Christopher William ""Chris"" Brasher"
United States,1956,Bronze,Swimming,George Thomas Breen
United States,1956,Bronze,Swimming,George Thomas Breen
United States,1956,Silver,Swimming,George Thomas Breen
Germany,1956,Bronze,Hockey,Gnther Brennecke
United States,1956,Silver,Swimming,"Elizabeth Evadna ""Betty"" Brey (Mullen-)"
Germany,1956,Silver,Canoeing,"Friedrich ""Fritz"" Briel"
Great Britain,1956,Silver,Cycling,"Arthur Stanley ""Stan"" Brittain"
Canada,1956,Bronze,Ice Hockey,Joseph Germain Stanislaus Denis Brodeur
Canada,1956,Bronze,Ice Hockey,"Charles ""Charlie"" Brooker"
Australia,1956,Bronze,Canoeing,Walter William Brown
Australia,1956,Gold,Cycling,Ian Sterry Browne
Germany,1956,Bronze,Hockey,Hugo Budinger
Italy,1956,Bronze,Wrestling,Adelmo Bulgarelli
Great Britain,1956,Bronze,Cycling,"Donald Christopher ""Don"" Burgess"
United States,1956,Silver,Ice Hockey,"Wellington Parker Burtnett, Jr."
United States,1956,Gold,Basketball,Carl Cecil Cain
United States,1956,Gold,Athletics,Lee Quincy Calhoun
United States,1956,Silver,Ice Hockey,"Eugene Edward ""Gene"" Campbell"
United States,1956,Gold,Athletics,"Milton Gray ""Milt"" Campbell"
Italy,1956,Gold,Fencing,Luigi Arturo Carpaneda
Australia,1956,Bronze,Swimming,Gary Arthur Chapman
Australia,1956,Gold,Swimming,Gary Arthur Chapman
France,1956,Bronze,Boxing,Gilbert Lucien Chapron
United States,1956,Gold,Rowing,"Thomas Jackson ""Tom"" Charlton, Jr."
United States,1956,Silver,Ice Hockey,"Gordon Eugene ""Gordy"" Christian"
Italy,1956,Bronze,Shooting,Alessandro Ciceri
United States,1956,Silver,Ice Hockey,"William John ""Bill"" Cleary, Jr."
France,1956,Silver,Fencing,Roger Closset
United States,1956,Gold,Diving,"Robert Lynn ""Bob"" Clotworthy"
France,1956,Silver,Fencing,Ren Coicaud
Canada,1956,Bronze,Ice Hockey,"William Norman ""Bill"" Colvin"
United States,1956,Silver,Swimming,Carin Alice Cone (-Vanderbush)
United States,1956,Gold,Athletics,"Harold Vincent ""Hal"" Connolly"
United States,1956,Bronze,Diving,"Richard Carroll ""Dick"" Connor"
United States,1956,Gold,Rowing,John Patrick Cooke
United States,1956,Silver,Rowing,"Bernard Patrick ""Pat"" Costello, Jr."
United States,1956,Gold,Athletics,"Thomas William ""Tom"" Courtney"
United States,1956,Gold,Athletics,"Thomas William ""Tom"" Courtney"
Australia,1956,Silver,Swimming,Lorraine Joyce Crapp (-Thurlow)
Australia,1956,Gold,Swimming,Lorraine Joyce Crapp (-Thurlow)
Australia,1956,Gold,Swimming,Lorraine Joyce Crapp (-Thurlow)
Australia,1956,Gold,Athletics,Norma Wilson Croker-Fleming
United States,1956,Bronze,Athletics,"Joshua ""Josh"" Culbreath"
Australia,1956,Gold,Athletics,"Elizabeth Alyse ""Betty"" Cuthbert"
Australia,1956,Gold,Athletics,"Elizabeth Alyse ""Betty"" Cuthbert"
Australia,1956,Gold,Athletics,"Elizabeth Alyse ""Betty"" Cuthbert"
France,1956,Bronze,Fencing,Robert Daniel Marie Alfred Franois Dagallier
United States,1956,Bronze,Athletics,Isabelle Francis Daniels (-Holston)
United States,1956,Silver,Modern Pentathlon,Jack Tupper Daniels
United States,1956,Gold,Basketball,"Charles Frick ""Chuck"" Darling"
United States,1956,Gold,Athletics,Glenn Ashby Davis
United States,1956,Silver,Athletics,Jack Wells Davis
France,1956,Bronze,Weightlifting,Jean Lon Debuf
France,1956,Bronze,Rowing,Yves Christian Victor Delacour
Italy,1956,Silver,Fencing,Giuseppe Delfino
Italy,1956,Gold,Fencing,Giuseppe Delfino
Germany,1956,Bronze,Hockey,Werner Delmes
Australia,1956,Silver,Swimming,John Thomas Devitt
Australia,1956,Gold,Swimming,John Thomas Devitt
Canada,1956,Gold,Rowing,Walter Ignace D'Hondt
Italy,1956,Bronze,Equestrianism,Piero D'Inzeo
Italy,1956,Silver,Equestrianism,Piero D'Inzeo
Italy,1956,Silver,Equestrianism,Raimondo D'Inzeo
Italy,1956,Silver,Equestrianism,Raimondo D'Inzeo
Italy,1956,Gold,Fencing,Manlio Di Rosa
Germany,1956,Silver,Wrestling,Wilfried Dietrich
France,1956,Gold,Fencing,Christian Marie Auguste d'Oriola
France,1956,Silver,Fencing,Christian Marie Auguste d'Oriola
Germany,1956,Bronze,Hockey,Hugo Dollheiser
Italy,1956,Gold,Cycling,Antonio Domenicali
United States,1956,Silver,Ice Hockey,"Richard Leo ""Dick"" Dougherty"
Australia,1956,Bronze,Rowing,Brian John Doyle
France,1956,Silver,Canoeing,Georges Dransart
France,1956,Bronze,Fencing,Yves Dreyfus
United States,1956,Gold,Athletics,"Charles Everett ""Charlie"" Dumas"
Sweden,1956,Bronze,Cross Country Skiing,Sonja Viola Edstrm-Ruthstrm
Sweden,1956,Bronze,Cross Country Skiing,Sonja Viola Edstrm-Ruthstrm
Great Britain,1956,Bronze,Swimming,Margaret Edwards (-Wilding)
Canada,1956,Bronze,Equestrianism,"James Robert ""Jim"" Elder"
Sweden,1956,Silver,Speed Skating,Johan Sigvard Ericsson
Sweden,1956,Gold,Speed Skating,Johan Sigvard Ericsson
Sweden,1956,Bronze,Cross Country Skiing,"Anna-Lisa Eriksson (-Ejderfeldt, -Bergsten)"
Sweden,1956,Silver,Nordic Combined,Bondp Bengt Eriksson
Sweden,1956,Silver,Rowing,Gsta Gunvald Eriksson
United States,1956,Gold,Rowing,Caldwell Blackman Esselstyn
United States,1956,Gold,Basketball,"William Best ""Billy"" Evans"
Hungary,1956,Gold,Canoeing,Lszl Fbin
Italy,1956,Silver,Wrestling,Ignazio Fabra
Italy,1956,Gold,Cycling,Leandro Faggin
Italy,1956,Gold,Cycling,Leandro Faggin
United States,1956,Bronze,Athletics,Aeriwentha Mae Faggs (-Starr)
Hungary,1956,Bronze,Canoeing,Imre Farkas
Germany,1956,Bronze,Hockey,Eberhard Ferstl
United States,1956,Gold,Rowing,"James Thomas ""Jim"" Fifer"
United States,1956,Gold,Rowing,"Conrad Francis ""Conn"" Findlay"
United States,1956,Gold,Basketball,"Gilbert ""Gib"" Ford"
Great Britain,1956,Silver,Athletics,"June Florence Foulds-Paul (-Carroll, -Reynolds)"
Australia,1956,Gold,Swimming,Dawn Lorraine Fraser
Australia,1956,Silver,Swimming,Dawn Lorraine Fraser
Australia,1956,Gold,Swimming,Dawn Lorraine Fraser
Australia,1956,Gold,Swimming,Elizabeth Fraser (-Walker)
Sweden,1956,Gold,Canoeing,Gert Fridolf Fredriksson
Sweden,1956,Gold,Canoeing,Gert Fridolf Fredriksson
Hungary,1956,Bronze,Fencing,Mihly Flp
Japan,1956,Gold,Swimming,Masaru Furukawa
Germany,1956,Bronze,Athletics,"Heinrich-Ludwig ""Heinz"" Ftterer"
Great Britain,1956,Bronze,Cycling,"Michael John ""Mike"" Gambrill"
Italy,1956,Gold,Cycling,Franco Gandini
United States,1956,Silver,Rowing,"James Arthur ""Jim"" Gardiner"
Great Britain,1956,Bronze,Boxing,"Nicolo ""Nicky"" Gargano"
France,1956,Bronze,Fencing,Rene Germaine Madeleine Garilhe
Australia,1956,Gold,Swimming,Murray Garretty
Italy,1956,Gold,Cycling,Valentino Gasparella
Great Britain,1956,Bronze,Cycling,John Reuben Geddes
United States,1956,Bronze,Weightlifting,"James D. ""Jim"" George"
United States,1956,Silver,Weightlifting,"Peter T. ""Pete"" George"
Hungary,1956,Gold,Fencing,Aladr Gerevich (-Gerei)
Germany,1956,Bronze,Athletics,Manfred Germar
France,1956,Silver,Cycling,Arnaud Pascal Geyre
France,1956,Gold,Cycling,Arnaud Pascal Geyre
Australia,1956,Gold,Swimming,Margaret Percival Gibson (-Messenger)
